id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,3.4248445444973186e-05,5.5816264648456126e-05,0.0001719226420391351,6.471150845754892e-05,0.0004108712892048061,4.711030487669632e-05,0.0003297643270343542,1.3964306162961293e-05,2.841499554051552e-05,0.0003106453805230558,0.05792738124728203,0.09989012032747269,0.0006125785293988883,0.631527304649353,0.025961514562368393,4.325264853832778e-06,1.5240739230648614e-05,2.6392979634692892e-05,1.0667451533663552e-05,2.041512561845593e-05,5.828501161886379e-05,1.0311387086403556e-05,7.134646693884861e-06,0.00029151816852390766,0.07702778279781342,8.952028292696923e-05,5.207924118622032e-07,5.1485662879713345e-06,2.0602921722456813e-05,9.200281965604518e-06,0.0001033406806527637,0.0004994093324057758,1.4507731066260021e-05,1.7991378626902588e-05,9.388942089572083e-06,4.239544068695977e-06,0.00017255896818824112,0.0004173383058514446,0.00021798614761792123,4.53395550721325e-05,0.00012482411693781614,1.7134416339104064e-05,0.0009485339978709817,6.135762669146061e-05,5.242780389380641e-05,0.0014278915477916598,6.167735409690067e-05,2.382378443144262e-05,4.538410576060414e-05,1.975308623514138e-05,5.05103685100039e-07,0.000988889834843576,0.0005521824350580573,0.00011784872185671702,1.1553401236596983e-05,3.800465856329538e-05,0.00014144962187856436,7.450541488651652e-06,0.09818631410598755,0.0001973399193957448,0.0004900095518678427
3126,0.00023491258616559207,0.00023817973851691931,1.872040047601331e-05,0.0006553379935212433,4.4819895265391096e-05,0.00033468700712546706,2.363238309044391e-05,0.0001735121477395296,5.744795635109767e-05,0.000276005215710029,0.00010089977877214551,8.14377999631688e-05,3.0661962227895856e-05,2.710144872253295e-05,0.00019811905804090202,0.00011171761434525251,4.9727543228073046e-05,3.509203816065565e-05,8.102197898551822e-05,2.4115006453939714e-05,3.77870092052035e-05,0.000296050391625613,0.0001402095367666334,6.009963180986233e-05,0.00018835852097254246,0.00012162432540208101,0.9878853559494019,6.535065767820925e-05,8.743818762013689e-05,0.0001583523117005825,4.162909317528829e-05,2.9121210900484584e-05,0.0008797167683951557,0.0001305774785578251,0.00010657786333467811,7.531350274803117e-05,7.283937884494662e-05,1.1861729035445023e-05,6.821258284617215e-05,4.4784133933717385e-05,9.633939043851569e-05,5.807247362099588e-05,5.1247374358354136e-05,0.00012134297139709815,4.8550195060670376e-05,0.00012713071191683412,2.7815924113383517e-05,7.171816832851619e-05,0.0007016439340077341,0.0007865215884521604,0.0026192835066467524,8.092047937680036e-05,4.0150094719137996e-05,9.327327279606834e-05,0.00027635565493255854,3.358712638146244e-05,0.00011088454630225897,0.00040601016371510923,4.3423868191894144e-05,6.063631008146331e-05,0.000846605864353478
3127,0.00010002600174630061,0.029175590723752975,1.850215448939707e-05,9.860684076556936e-05,0.0002584839821793139,0.00023767098900862038,0.001799372723326087,0.009944828227162361,0.000574842095375061,8.214046101784334e-05,0.000492089195176959,0.0005027531879022717,2.6696861823438667e-05,0.0007973987376317382,0.0010307140182703733,8.230844105128199e-05,0.00030089711071923375,0.0003883436438627541,0.00016789408982731402,8.995446842163801e-05,8.095581142697483e-05,0.0001143478584708646,2.1676125470548868e-05,0.0002501329581718892,0.00010019125329563394,0.0009138332679867744,0.0003816068929154426,6.76419585943222e-05,0.0003356068045832217,0.00014394284517038614,4.4851632992504165e-05,3.341925912536681e-05,0.0003211078583262861,0.00010738654236774892,0.0002771704166661948,3.425485920161009e-05,0.00022477834136225283,0.002902309875935316,0.00016024717479012907,0.00010302961163688451,0.0004332636599428952,0.00020751100964844227,0.0004682416911236942,0.012693320401012897,0.05263372138142586,0.8737049102783203,3.607350663514808e-05,0.0020999254193156958,0.0010357678402215242,0.0002534341183491051,3.099755849689245e-05,1.5508941942243837e-05,3.920096787624061e-05,8.182356395991519e-05,0.0011792188743129373,0.00010239701805403456,0.0009388726321049035,3.247698623454198e-05,0.00053099833894521,0.00047912937588989735,0.00021560427558142692
3128,0.0013949486892670393,0.0001012313732644543,2.94480960292276e-05,4.0547220123698935e-05,3.814489537035115e-05,0.0003279856755398214,9.990484613808803e-06,0.000502688460983336,5.159595821169205e-05,5.325760139385238e-05,4.410363908391446e-05,1.3092043445794843e-05,1.8440443454892375e-05,7.312599336728454e-06,5.5420270655304193e-05,6.730677705490962e-05,5.241762119112536e-05,2.6264742700732313e-05,3.6925222957506776e-05,1.935719046741724e-05,1.609544960956555e-05,0.00014919223031029105,9.033877722686157e-05,1.1548273505468387e-05,0.00013365570339374244,6.790565385017544e-05,0.9913573265075684,1.3557515558204614e-05,3.6759105569217354e-05,0.0006325698923319578,1.7089925677282736e-05,8.491535481880419e-06,0.00018974681734107435,0.00015152581909205765,6.524406489916146e-05,4.8719131882535294e-05,1.4713720702275168e-05,8.036773579078726e-06,9.923796460498124e-05,2.7814492568722926e-05,3.215537071810104e-05,0.00016675630467943847,0.0002025319990934804,0.0004497830814216286,3.2593317882856354e-05,4.432792047737166e-05,2.5047047529369593e-05,2.7759018848882988e-05,0.00039274137816391885,0.0005622028256766498,0.001248289830982685,9.410853635927197e-06,3.0849059839965776e-05,5.996574145683553e-06,1.7938928067451343e-05,7.912766704976093e-06,2.3939923266880214e-05,9.801171108847484e-05,5.296534436638467e-05,1.9666153093567118e-05,0.0005191120435483754
3129,0.0011312399292364717,5.988334305584431e-05,1.606364457984455e-05,0.00010826728248503059,0.00017096508236136287,4.8009282181737944e-05,6.985485924815293e-06,7.723044836893678e-05,2.004449015657883e-05,2.806223346851766e-05,1.1148150406370405e-05,3.697362990351394e-05,7.3551441346353386e-06,1.3881150152883492e-05,2.760719507932663e-05,5.3412124543683603e-05,4.9470498197479174e-05,1.3794354345009197e-05,0.00016633588529657573,2.1752415705122985e-05,9.212099030264653e-06,4.0522416384192184e-05,0.0003387567703612149,2.3811207938706502e-05,9.158415923593566e-05,2.1291230950737372e-05,0.9943941831588745,1.3651128028868698e-05,3.003471101692412e-05,4.22115481342189e-05,6.748382293153554e-05,2.2211588657228276e-05,0.00018305823323316872,0.000190736711374484,0.00032923740218393505,1.2822766620956827e-05,6.875854887766764e-05,8.514864020980895e-06,2.6709876692621037e-05,2.2117890694062226e-05,1.3900435988034587e-05,3.329011451569386e-05,5.04669442307204e-05,3.964360075769946e-05,2.4173021301976405e-05,1.3330874025996309e-05,2.7798800147138536e-05,1.2023966519336682e-05,8.507985330652446e-05,0.0001524524122942239,0.0012065039481967688,1.1521018677740358e-05,8.955372322816402e-06,2.113085429300554e-05,1.2805913684132975e-05,6.148292413854506e-06,1.468151640438009e-05,0.00010528457642067224,1.0617161024129018e-05,2.249730096082203e-05,0.00012222545046824962
3130,0.004383274354040623,0.019694989547133446,0.002304133726283908,0.0015842120628803968,0.00013953563757240772,0.0015309978043660522,0.00014017216744832695,0.0017107913736253977,0.000133205991005525,0.0014799893833696842,0.00017491006292402744,0.00022773169621359557,0.0006314237834885716,0.00019829103257507086,0.00018420201377011836,0.00861216802150011,0.0026743276976048946,0.00961288996040821,0.0017679871525615454,0.0008715094882063568,6.341582047753036e-05,0.0015528780641034245,0.0005839778459630907,0.0004477378388401121,0.0003875246620737016,0.0005521158454939723,0.7663045525550842,0.0010242651915177703,0.0008867654833011329,0.029663223773241043,0.0009314405033364892,0.0021307163406163454,0.003324570134282112,0.0498541034758091,0.005038478411734104,0.00388803007081151,0.0008503480930812657,0.0003878872958011925,0.0006840322748757899,0.0006544760544784367,0.00042528571793809533,0.013773794285953045,0.006472432520240545,0.0029430489521473646,0.00043673976324498653,0.0019345004111528397,0.0001929371792357415,0.0007932112785056233,0.0031774297822266817,0.0030303760431706905,0.02584943175315857,0.0001022924407152459,0.0008752996218390763,0.00017515567014925182,0.0006494366680271924,0.0003821338468696922,0.0005931841442361474,0.002363799838349223,0.0005454628262668848,0.0029197679832577705,0.005097050219774246
3131,0.0018009571358561516,0.00010417275916552171,0.00021327767171896994,7.015230949036777e-05,0.0006654565804637969,4.231801722198725e-05,4.9669528380036354e-05,4.458312105271034e-05,2.6318361051380634e-05,2.8866681532235816e-05,0.00015321582031901926,2.7179814424016513e-05,3.288480729679577e-05,2.569492244219873e-05,4.028315743198618e-05,0.0008124808664433658,0.0001490240974817425,0.00012616852473001927,0.00018616547458805144,2.5938537874026224e-05,1.6140245861606672e-05,3.17574231303297e-05,7.743423338979483e-05,1.9513350707711652e-05,0.0011527342721819878,6.802426651120186e-05,0.9834264516830444,9.004699677461758e-05,4.4398329919204116e-05,0.00018329663726035506,0.0004765707126352936,0.0003735284262802452,0.00014660961460322142,6.882196612423286e-05,0.0003931041865143925,0.00019223180424887687,1.6034244254115038e-05,5.8671495935413986e-05,0.00015266917762346566,8.995784446597099e-05,1.8359500245423988e-05,8.00679626991041e-05,0.00023344284272752702,9.396296081831679e-05,2.511059028620366e-05,3.0554961995221674e-05,9.183424845105037e-05,0.0001482940569985658,7.532206655014306e-05,0.0003352626517880708,0.0010128868743777275,2.2892669221619144e-05,3.244044637540355e-05,5.3030311391921714e-05,2.9277052817633376e-05,2.274695179949049e-05,3.7250458262860775e-05,0.0054275719448924065,0.0003979196189902723,4.6499244490405545e-05,8.240427996497601e-05
3132,0.009591827169060707,0.08306701481342316,0.0024703913368284702,0.0005502652493305504,0.0002767355181276798,0.0018925918266177177,0.00018065776384901255,0.002620190382003784,7.432782695104834e-06,0.0004783474432770163,3.858078707708046e-05,0.00012206971587147564,8.644286572234705e-05,0.00033596291905269027,2.6956526198773645e-05,0.011134055443108082,0.5124613642692566,0.0024505057372152805,0.006697279866784811,0.00019590745796449482,4.270147837814875e-05,0.0012576354201883078,0.00030108625651337206,0.0005812840536236763,0.00014005342382006347,0.00042319236672483385,0.01872171089053154,0.002281318185850978,5.583874735748395e-05,0.0030174278654158115,0.0005638592992909253,0.002968388143926859,9.980526374420151e-05,0.2904506325721741,0.013497886247932911,0.002920404076576233,0.0005541393766179681,0.0004921949584968388,0.0002000437816604972,2.204759221058339e-05,0.0005354327731765807,0.005649938248097897,0.008724606595933437,0.0007761133601889014,0.0009819979313760996,0.00034089284599758685,0.00018272106535732746,0.00023205178149510175,6.481848686235026e-05,0.00016593714826740324,0.00487569160759449,3.57838325726334e-05,0.00017313359421677887,0.00031411871896125376,0.0005293479189276695,0.0001995677303057164,0.0002869790478143841,0.00030743706156499684,0.00010712181392591447,0.0014477921649813652,0.0007923466037027538
3133,5.3203748393571004e-06,1.967078605957795e-05,1.6814245100249536e-05,2.4581809157098178e-06,3.599773435780662e-06,3.1383174246002454e-06,1.509702269686386e-05,3.411574653000571e-05,0.9807317852973938,3.5300061540510796e-07,2.3281997982849134e-06,2.5088471375056542e-05,1.4219740478438325e-05,5.088834768685047e-06,1.3643114471051376e-05,1.3358027899812441e-05,4.980693688594329e-07,3.6362985156301875e-06,5.632547981804237e-06,2.326417961739935e-05,6.511104584205896e-05,3.7260185763443587e-06,1.813579729059711e-06,7.097752359186416e-07,1.0367548384238034e-06,8.746180355956312e-06,1.5170461665547919e-05,1.6017113011912443e-05,0.01108345203101635,4.595444625010714e-05,4.316119884606451e-06,9.448299351788592e-07,0.0007663794094696641,1.1339542425048421e-06,9.09112441149773e-06,1.3780721928924322e-05,5.412744030763861e-06,2.433241570543032e-05,7.326612831093371e-05,0.0009199720807373524,5.155304165782582e-07,5.647626153404417e-07,0.00016269550542347133,0.002678732853382826,0.0004153313930146396,0.00013730392674915493,1.5076917634360143e-06,4.264260132913478e-05,0.000559941225219518,0.001101203728467226,0.00012121052714064717,2.7458363547339104e-05,7.957021807669662e-06,5.825752850796562e-06,1.3225454495113809e-05,2.1471729269251227e-05,1.9953473383793607e-05,7.594759608764434e-06,1.928493475134019e-06,7.217901725198317e-07,0.0006727856816723943
3134,0.0032868925482034683,0.014867432415485382,0.0003079822345171124,0.0023955851793289185,0.0005512739298865199,0.0001349599042441696,0.199545219540596,0.0009735844796523452,0.0012699085054919124,0.0009471556986682117,0.0002379139477852732,0.0002525165327824652,0.0005259200115688145,0.0002975217648781836,0.0002743246150203049,0.0004987401189282537,0.0017752079293131828,0.0020357095636427402,0.001471618888899684,0.000532432459294796,0.0006524801719933748,0.0002591769734863192,6.623168883379549e-05,0.00013809461961500347,0.00035393526195548475,0.00042063434375450015,0.0072905533015728,0.005762615241110325,0.00033189935493282974,0.0024735364131629467,0.0004794834239874035,0.0010676985839381814,0.001638198969885707,0.0004918340709991753,0.00025149123393930495,0.0012239112984389067,0.003039752598851919,0.3662874698638916,0.006869642995297909,0.0005116330576129258,0.002488780999556184,0.00027396349469199777,0.0018311074236407876,0.0006773030036129057,0.001877714297734201,0.00908307358622551,0.0001415588631061837,0.32960787415504456,0.004703945480287075,0.006177076138556004,0.0007872122223488986,0.0002541904104873538,0.0007046845857985318,0.0007898143376223743,0.002768702106550336,0.0005684157949872315,0.0016816547140479088,0.0009931230451911688,0.00030572974355891347,0.0020350150298327208,0.0004569085722323507
